text,union_name,desig_num,f_num,reason_missing_fnum,source
"COMMUNICATIONS WORKERS OF AMERICA,  LOCAL 6016",COMMUNICATIONS WORKERS AFL-CIO,6016.0,8539.0,,labeled
PEMSA-NJ IAFF LOCAL 4610 (PROFESSIONAL EMERGENCY MEDICAL SERVICE ASSOCIATION OF NJ),FIRE FIGHTERS AFL-CIO,4610.0,544455.0,,labeled
"International Brotherhood of Electrical Workers Local 827, AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,827.0,36611.0,,labeled
International Brotherhood of Teamsters Local No. 952,TEAMSTERS,952.0,34503.0,,labeled
"Local Union # 18, International Association of Sheet Metal, Air, Rail and Transportation Workers","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",18.0,512905.0,,labeled
"Amalgamated Transit Union, Local 1385, AFL-CIO",TRANSIT UNION AFL-CIO,1385.0,47278.0,,labeled
"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union Local 5652","STEELWORKERS, AFL-CIO",5652.0,30102.0,,labeled
Teamsters District Council 2,TEAMSTERS,2.0,,ambiguous,labeled
BOILERMAKERS CEMENT DIVISION LODGE D-6,BOILERMAKERS AFL-CIO,6.0,18938.0,,labeled
"United Steel, Paper, Forestry, Rubber Manufacturing, Energy, Allied Industrial, and Service Workers","STEELWORKERS, AFL-CIO",,,potentially resolvable,labeled
INT'L UNION SECURITY POLICE FIRE PROFESSIONALS OF AMERICA,"SECURITY POLICE, FIRE PROF, IND",,1,,labeled
Saint Louis -Kansas City Carpenters Regional Council,CARPENTERS IND,,,potentially resolvable,labeled
"CONSTRUCTION AND GENERAL LABORERS' LOCAL #379 A/W LABORERS' INTERNATIONAL UNION OF NORTH AMERICA, AF",LABORERS,379.0,29294.0,,labeled
"INTERNATIONAL LONGSHOREMEN'S ASSOCIATION, LOCAL 1784, AFL-CIO",LONGSHOREMENS ASN AFL-CIO,1784.0,20476.0,,labeled
Association of Flight Attendants-CWA AFL-CIO,"FLIGHT ATTENDANTS ASN, CWA",,,potentially resolvable,labeled
CWA Local 9423,COMMUNICATIONS WORKERS AFL-CIO,9423.0,4134.0,,labeled
"PLUMBERS & PIPEFITTERS, LOCAL 777",PLUMBERS AFL-CIO,777.0,530948.0,,labeled
AFGE,GOVERNMENT EMPLOYEES AFGE AFL-CIO,,,potentially resolvable,labeled
"TRANSPORT WORKERS UNION OF AMERICA, LOCAL 525",TRANSPORT WORKERS AFL-CIO,525.0,7797.0,,labeled
"United Food and Commercial Workers, [UFCW] Local 186D",FOOD AND COMMERCIAL WKRS,186.0,61171.0,,labeled
International Guards Union of America Local 145,GUARDS IND,145.0,544616.0,,labeled
Laborers' District Council of Western Pennsylvania,LABORERS,,,potentially resolvable,labeled
UNITED STEELWORKERS LOCAL 105,"STEELWORKERS, AFL-CIO",105.0,,ambiguous,labeled
"AMERICAN POSTAL WORKERS UNION, MIAMI AREA LOCAL 172","POSTAL WORKERS, AMERICAN, AFL-CIO",172.0,509874.0,,labeled
"UNITED FOOD & COMMERCIAL WORKERS UNION, LOCAL 1564",FOOD AND COMMERCIAL WKRS,1564.0,36220.0,,labeled
"AUTOMOTIVE CHAUFFEURS, PARTS & GARAGE EMPLOYEES, TEAMSTERS LOCAL 926 A/W INTERNATIONAL BROTHERHOOD O",TEAMSTERS,926.0,19807.0,,labeled
INTERNATIONAL PAINTERS AND ALLIED TRADES INDUSTRY,PAINTERS AFL-CIO,,,potentially resolvable,labeled
"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers, Boilermakers Local Lodge No. 667, AFL-CIO, CLC",BOILERMAKERS AFL-CIO,667.0,6616.0,,labeled
"International Brotherhood of Teamsters, Local 853",TEAMSTERS,853.0,20870.0,,labeled
UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA INTERNATIONAL UNION AND ITS LOCAL 871 (UGSOA),"GOVERNMENT SECURITY OFFICERS, IND",871.0,545778.0,,labeled
IAM DISTRICT LODGE 37,MACHINISTS AFL-CIO,37.0,9819.0,,labeled
Local 10 American Postal Workers Union,"POSTAL WORKERS, AMERICAN, AFL-CIO",10.0,506753.0,,labeled
UNITED STEELWORKKERS OF AMERICA,"STEELWORKERS, AFL-CIO",,,potentially resolvable,labeled
"Pacific Northwest Newspaper Guild, TNG-CWA  37082",COMMUNICATIONS WORKERS AFL-CIO,37082.0,36328.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 44, AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,44.0,50681.0,,labeled
"UNITED STEELWORKERS, LOCAL 1152","STEELWORKERS, AFL-CIO",1152.0,530875,,labeled
"United Steelworkers District 9, Local 1575","STEELWORKERS, AFL-CIO",1575.0,46495.0,,labeled
"International Brotherhood of Teamsters, Local No. 839",TEAMSTERS,839.0,15385.0,,labeled
UGSOA Local 350,"GOVERNMENT SECURITY OFFICERS, IND",350.0,545250.0,,labeled
"Local 1972, United Automobile, Aerospace and Agricultural Implement Workers of America International Union (UAW), AFL-CIO",AUTO WORKERS AFL-CIO,1972.0,537256.0,,labeled
"UNITED AUTOMOBILE WORKERS, LOCAL 2346",AUTO WORKERS AFL-CIO,2346.0,540492.0,,labeled
"OHIO NURSES ASSOCIATION, LIMA MEMORIAL PROFESSIONAL NURSES ASSOCIATION A/W NATIONAL FEDERATION OF NU",TEACHERS AFL-CIO,,542054.0,,labeled
"LOCAL 804, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",TEAMSTERS,804.0,31841.0,,labeled
"UNITED STEELWORKERS OF AMERICA, AFL-CIO-CLC, LOCAL UNION NO. 14964-7","STEELWORKERS, AFL-CIO",14964.0,53534.0,,labeled
"American Postal Workers Union Richmond, Local 199","POSTAL WORKERS, AMERICAN, AFL-CIO",199.0,84955.0,,labeled
United Steel Workers Local 193G,"STEELWORKERS, AFL-CIO",193.0,,ambiguous,labeled
"UNITED FEDERATION OF TEACHERS, LOCAL 2, AFT, AFL-CIO",TEACHERS AFL-CIO,2.0,63924.0,,labeled
"IBEW LOCAL UNION 2303, AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,2303.0,512261.0,,labeled
"INTERNATIONAL LONGSHOREMEN'S ASSOCIATION, AFL-CIO",LONGSHOREMENS ASN AFL-CIO,,,potentially resolvable,labeled
SHEET METAL WORKERS UNION LOCAL NO. 10,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",10.0,516361.0,,labeled
OPEIU Local 174,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,174.0,10572.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL UNION NO. 38",ELECTRICAL WORKERS IBEW AFL-CIO,38.0,8427.0,,labeled
"AMALGAMATED TRANSIT UNION, LOCAL 639",TRANSIT UNION AFL-CIO,639.0,544931.0,,labeled
"AMERICAN POSTAL WORKERS UNION, LOCAL 120","POSTAL WORKERS, AMERICAN, AFL-CIO",120.0,506152.0,,labeled
"New England Health Care Employees Union, District 1199 -- SEIU",SERVICE EMPLOYEES,1199.0,513846.0,,labeled
"UNITED FOOD COMMERCIAL WORKERS UNION, LOCAL 1245, AFL-CIO",FOOD AND COMMERCIAL WKRS,1245.0,2042.0,,labeled
"NY HEALTH & HUMAN SERVICE EMPLOYEE UNION 1199/SEIU, AFL-CIO",SERVICE EMPLOYEES,1199.0,31847.0,,labeled
COMMUNICATIONS WORKERS OF AMERICA IUE-CWA REGION 7,COMMUNICATIONS WORKERS AFL-CIO,7.0,12590.0,,labeled
"United Food and Commercial Workers, Local 1439",FOOD AND COMMERCIAL WKRS,1439.0,34163.0,,labeled
"LOCAL 738, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",TEAMSTERS,738.0,28041.0,,labeled
"SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION, LOCAL #18, AFL-CIO","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",18.0,515429,,labeled
"United Steelworkers, Local 748","STEELWORKERS, AFL-CIO",748.0,61849,,labeled
TEAMSTERS LOCAL UNION NO. 908,TEAMSTERS,908.0,22539.0,,labeled
Teamsters Local 776 a/w International Brotherhood of Teamsters,TEAMSTERS,776.0,22656.0,,labeled
Laborers International Union of North America Local 872,LABORERS,872.0,1013.0,,labeled
"UNITED FOOD AND COMMERCIAL WORKERS, AFL-CIO",FOOD AND COMMERCIAL WKRS,,,potentially resolvable,labeled
"LOCAL 1170, COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO",COMMUNICATIONS WORKERS AFL-CIO,1170.0,31050.0,,labeled
"LOCAL 46, INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES, MOVING PICTURE TECHNICIANS, ARTISTS",STAGE AND PICTURE OPERATORS AFL-CIO,46.0,,ambiguous,labeled
TRANSPORT WORKERS UNION LOCAL #210,TRANSPORT WORKERS AFL-CIO,210.0,543425.0,,labeled
"UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, LOCAL 2075",AUTO WORKERS AFL-CIO,2075.0,511992.0,,labeled
"ILWU, LOCAL 30",LONGSHORE AND WAREHOUSE UNION,30.0,69008.0,,labeled
"INT'L ASSOC. OF MACHINISTS & AERSPACE WORKERS, DISTRICT LODGE 15, LOCAL LODGE 447",MACHINISTS AFL-CIO,447.0,15451.0,,labeled
"AMERICAN POSTAL WORKERS UNION, LOCAL #12","POSTAL WORKERS, AMERICAN, AFL-CIO",12.0,92616.0,,labeled
"Local 572, Plumbers, Pipefitters, Welders, Serv. Tech.",PLUMBERS AFL-CIO,572.0,26782.0,,labeled
"International Union, Security, Police, and Fire Professional of America and its Amalgamated Local 40","SECURITY POLICE, FIRE PROF, IND",40.0,68429.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, AFL-CIO, CLC, ON BEHALF OF ITS AFFILIATED LOCAL UNI",ELECTRICAL WORKERS IBEW AFL-CIO,,,potentially resolvable,labeled
SERVICE EMPLOYEES INTERNATIONAL UNION - HEALTHCARE WISCONSIN,SERVICE EMPLOYEES,,,potentially resolvable,labeled
"UNITED STEELWORKERS OF AMERICA, LOCAL 14310-1","STEELWORKERS, AFL-CIO",14310.0,10745.0,,labeled
Nebraska Postal Workers Union,"POSTAL WORKERS, AMERICAN, AFL-CIO",,,potentially resolvable,labeled
"American Postal Workers Union, Montgomery County Local #3630","POSTAL WORKERS, AMERICAN, AFL-CIO",3630.0,72322.0,,labeled
Security Officers of America,"SECURITY POLICE, FIRE PROF, IND",,,potentially resolvable,labeled
"UNITED STEELWORKERS DISTRICT 7, LOCAL 1066","STEELWORKERS, AFL-CIO",1066.0,14140.0,,labeled
"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 384, AFL-CIO",TEAMSTERS,384.0,11689.0,,labeled
"Teamsters Local 456, 1.B.T.",TEAMSTERS,,21006,,labeled
"IBEW, 10TH DISTRICT",ELECTRICAL WORKERS IBEW AFL-CIO,10.0,,potentially resolvable,labeled
CARPENTERS LOCAL 1,CARPENTERS IND,1.0,29151.0,,labeled
United Steelworkers Local 9241,"STEELWORKERS, AFL-CIO",9241.0,528600.0,,labeled
"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union Local 607L","STEELWORKERS, AFL-CIO",607.0,21689.0,,labeled
"Bakery Confectionary, Tobacco Workers and Grain Millers' International Union (BCTGM), Local 31","BAKERY, TOBACCO AND GRAIN AFL-CIO",31.0,7341,,labeled
"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED SERVICE WORKERST WEST",SERVICE EMPLOYEES,,,potentially resolvable,labeled
Carpenters Local 701,CARPENTERS IND,701.0,29828.0,,labeled
"SERVICE EMPLOYEES INTERNATIONAL UNION UNITED HEALTHCARE WORKERS - WEST, SEIU-UHW",SERVICE EMPLOYEES,,,potentially resolvable,labeled
BCTGM Local 103-g,"BAKERY, TOBACCO AND GRAIN AFL-CIO",103.0,17937.0,,labeled
"UNITED STEELWORKERS OF AMERICA LOCAL 9588, AFL-CIO","STEELWORKERS, AFL-CIO",9588.0,543523.0,,labeled
Ironworkers Local 11,IRON WORKERS AFL-CIO,11.0,16619.0,,labeled
"UNITED STEELWORKERS OF AMERICA, LOCAL 192","STEELWORKERS, AFL-CIO",192.0,541031,,labeled
"FEDERATION OF PHYSICIANS AND DENTISTS, NUJJCE, AFSCME, AFL-CIO",STATE COUNTY AND MUNI EMPLS AFL-CIO,,,potentially resolvable,labeled
United Steel Paper Forestry Rubber Manufacturing Energy Allied Industrial and Service Workers International Union AFL-CIO/CLC,"STEELWORKERS, AFL-CIO",,,potentially resolvable,labeled
"IAMAW, LOCAL 778",MACHINISTS AFL-CIO,778.0,20167.0,,labeled
AFGE Local 1458,GOVERNMENT EMPLOYEES AFGE AFL-CIO,1458.0,503338.0,,labeled
"International Brotherhood of Electrical Workers, Local #98",ELECTRICAL WORKERS IBEW AFL-CIO,98.0,1938.0,,labeled
UAW LOCAL 652 & INT'L UNION,AUTO WORKERS AFL-CIO,652.0,19466.0,,labeled
American Postal Workers Union Local 277,"POSTAL WORKERS, AMERICAN, AFL-CIO",277.0,507273.0,,labeled
CARPENTERS LOCAL 971,CARPENTERS IND,971.0,34860.0,,labeled
International Association of Machinist and Aerospace Workers District 54,MACHINISTS AFL-CIO,54.0,13226.0,,labeled
"Teamsters, Local 396,",TEAMSTERS,396.0,21509.0,,labeled
"UNITED STEEL WORKERS, LOCAL #75","STEELWORKERS, AFL-CIO",75.0,,ambiguous,labeled
Teamsters Local Union 453,TEAMSTERS,453.0,1015.0,,labeled
"International Brotherhood of Electrical Workers, AFL-CIO (IBEW), Local 1317",ELECTRICAL WORKERS IBEW AFL-CIO,1317.0,516267.0,,labeled
"LOCAL 516, INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)","SECURITY POLICE, FIRE PROF, IND",516.0,543263.0,,labeled
"United Service Workers Union, IUJAT","UNITED SERVICE WORKERS UNION, IUJAT",,,potentially resolvable,labeled
"LOCAL 22, IATSE",STAGE AND PICTURE OPERATORS AFL-CIO,22.0,50321.0,,labeled
"COMMUNICATIONS WORKERS OF AMERICA, LOCAL 2204, AFL-CIO",COMMUNICATIONS WORKERS AFL-CIO,2204.0,2673.0,,labeled
"CARPENTERS INDUSTRIAL COUNCIL LOCAL 1017, UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA",CARPENTERS IND,1017.0,66352.0,,labeled
IBEW Local #1395,ELECTRICAL WORKERS IBEW AFL-CIO,1395.0,69882.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 1902",ELECTRICAL WORKERS IBEW AFL-CIO,1902.0,56222.0,,labeled
"United Food and Commercial Workers, Local Union No. 455",FOOD AND COMMERCIAL WKRS,455.0,38003.0,,labeled
"International Brotherhood of Teamsters (IBT), Local 1199",TEAMSTERS,1199.0,28369.0,,labeled
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL 683,ELECTRICAL WORKERS IBEW AFL-CIO,683.0,47161.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 351, AFL-CIO",ELECTRICAL WORKERS IBEW AFL-CIO,351.0,537317.0,,labeled
UNITED STEELWORKERS OF AMERICA LOCAL 9454,"STEELWORKERS, AFL-CIO",9454.0,542184.0,,labeled
INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 493,TEAMSTERS,493.0,12610.0,,labeled
"UNITED FOOD COMMERCIAL WORKERS UNION, LOCAL 870, AFL-CIO",FOOD AND COMMERCIAL WKRS,870.0,15584.0,,labeled
"SOUTHWEST COASTAL AREA LOCAL, AMERICAN POSTAL WORKERS UNION, AFL-CIO","POSTAL WORKERS, AMERICAN, AFL-CIO",,92052,,labeled
"United Electrical, Radio, and Machine Worker of America",ELECTRICAL WORKERS UE IND,,,potentially resolvable,labeled
"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, LOCAL 776",MACHINISTS AFL-CIO,776.0,,ambiguous,labeled
"OPERATIVE PLASTERERS' & CEMENT MASONS' INTERNATIONAL ASSOCIATION LOCAL 262, AND ITS AFFILIATE OPERAT",PLASTERERS AND CEMENT MASONS AFL-CIO,262.0,513789.0,,labeled
"Local 9699, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL CIO",AUTO WORKERS AFL-CIO,9699.0,541471.0,,labeled
"Technical, Office and Professional Union, Local 2110 UAW AFL-CIO",AUTO WORKERS AFL-CIO,2110.0,,ambiguous,labeled
UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA INTL UNION,"GOVERNMENT SECURITY OFFICERS, IND",,,potentially resolvable,labeled
"CHICAGO & MIDWEST REGIONAL JOINT BOARD, UNITE HERE!, AFL-CIO",UNITE HERE,,,potentially resolvable,labeled
OK APWU,"POSTAL WORKERS, AMERICAN, AFL-CIO",,,potentially resolvable,labeled
UAW Local 2317,AUTO WORKERS AFL-CIO,2317.0,526878.0,,labeled
UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 8 GOLDEN STATE,FOOD AND COMMERCIAL WKRS,8.0,43536.0,,labeled
"LOCAL UNION 32, UFCW DISTILLERY, WINE & ALLIED WORKERS DIVISION",FOOD AND COMMERCIAL WKRS,32.0,26349.0,,labeled
CARPENTERS LOCAL 803,CARPENTERS IND,803.0,529188.0,,labeled
"NEVADA SERVICE EMPLOYEES UNION, LOCAL 1107, AFL-CIO",SERVICE EMPLOYEES,1107.0,540083.0,,labeled
OPEIU local 29,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,29.0,16408.0,,labeled
"UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA, LOCAL UNION 85, EMPIRE STATE COUNCIL OF CARPE",CARPENTERS IND,85.0,509849.0,,labeled
"General Teamster & Allied Workers Local No. 992, Affiliated with the International Brotherhood of Teamsters",TEAMSTERS,992.0,14787.0,,labeled
"LOCAL 284, UNITED AUTOMOBILE, AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA INTERNATIONAL UN",AUTO WORKERS AFL-CIO,284.0,27385.0,,labeled
American Postal Worker Union Columbia Area Local 807,"POSTAL WORKERS, AMERICAN, AFL-CIO",807.0,89605.0,,labeled
"Bakery, Confectionery, Tobacco Worker and Grain Millers' International Union, Local 280","BAKERY, TOBACCO AND GRAIN AFL-CIO",280.0,,ambiguous,labeled
IAMAW District Lodge 751,MACHINISTS AFL-CIO,751.0,34980.0,,labeled
SEIU Local 6,SERVICE EMPLOYEES,6.0,19804.0,,labeled
"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE INTERNATIONAL UNION, AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA INTERNATIONAL UNION, LOCAL 129, AFL-CIO",AUTO WORKERS AFL-CIO,129.0,27374.0,,labeled
I.A.M.A.W. District Lodge 725,MACHINISTS AFL-CIO,725.0,530879.0,,labeled
IBEW LOCAL 1377,ELECTRICAL WORKERS IBEW AFL-CIO,1377.0,22666.0,,labeled
"FLOORCOVERERS LOCAL UNION NO. 2168, A/W NEW ENGLAND REGIONAL COUNCIL OF CARPENTERS, UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA",CARPENTERS IND,2168.0,30470.0,,labeled
"American Postal Workers, Greater Greensboro Area Local 711","POSTAL WORKERS, AMERICAN, AFL-CIO",711.0,85904.0,,labeled
Security Police and FIre Professionals 613,"SECURITY POLICE, FIRE PROF, IND",613.0,544211.0,,labeled
International Union of Operating Engineers Local 9,"ENGINEERS, OPERATING, AFL-CIO",9.0,24023.0,,labeled
"UNITED STEELWORKERS OF AMERICA, LOCAL 7740","STEELWORKERS, AFL-CIO",7740.0,67814.0,,labeled
"American Postal Workers Union, Local 194","POSTAL WORKERS, AMERICAN, AFL-CIO",194.0,92795.0,,labeled
AMERICAN POSTAL WORKERS UNION  LOCAL 0524,"POSTAL WORKERS, AMERICAN, AFL-CIO",524.0,71613.0,,labeled
"International Brotherhood of Teamsters, Local 315",TEAMSTERS,315.0,9807.0,,labeled
"American Postal Workers Union, Pittsburgh Metro","POSTAL WORKERS, AMERICAN, AFL-CIO",,,potentially resolvable,labeled
"The International Union, United Automobile, Aerospace, Agricultural Implement Workers of America, UAW",AUTO WORKERS AFL-CIO,,,potentially resolvable,labeled
"Service Employees International Union,  District 1199 WV/KY/OH, The Healthcare and Social Service Union, CTW, CLC",SERVICE EMPLOYEES,1199.0,509111.0,,labeled
"United Steelworkers, Local 624","STEELWORKERS, AFL-CIO",624.0,41052.0,,labeled
"CARWASH WORKERS ORGANIZING COMMITTE OF THE UNITED STEELWORKERS, COMMUNITY-LABOR-ENVIRONMENTAL ACTION","STEELWORKERS, AFL-CIO",,,potentially resolvable,labeled
"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 721",SERVICE EMPLOYEES,721.0,543613,,labeled
"UFCW, Local 4",FOOD AND COMMERCIAL WKRS,4.0,,ambiguous,labeled
"United Steel Workers of America, District 11, Local 13","STEELWORKERS, AFL-CIO",13.0,43113,,labeled
"UNITED STEELWORKERS, AFL-CIO-CLC, LOCAL 7740","STEELWORKERS, AFL-CIO",7740.0,67814.0,,labeled
"United Automobile, Aerospace & Agricultural Implement Workers of America International Union, AFL-CIO",AUTO WORKERS AFL-CIO,,,potentially resolvable,labeled
AMERICAN POSTAL WORKERS UNION. LOCAL 2122,"POSTAL WORKERS, AMERICAN, AFL-CIO",2122.0,505688.0,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 237",ELECTRICAL WORKERS IBEW AFL-CIO,237.0,39282.0,,labeled
"INTERNATIONAL UNION, SECURITY, POLICE & FIRE PROFESSIONALS OF AMERICA  (SPFPA)","SECURITY POLICE, FIRE PROF, IND",,1,,labeled
SEIU Healthcare Illinois/Indiana,SERVICE EMPLOYEES,,,potentially resolvable,labeled
"OFFICE & PROFESSIONAL EMPLOYEES INTERNATIONAL UNION, LOCAL 277, AFL-CIO",OFFICE AND PROFESSIONAL EMPLS AFL-CIO,277.0,10513.0,,labeled
"AMERICAN FEDERATION OF MUSICIANS, LOCAL 111 OF CANTON, OHIO",MUSICIANS AFL-CIO,111.0,34261.0,,labeled
CWA Local 7800,COMMUNICATIONS WORKERS AFL-CIO,7800.0,26392.0,,labeled
"United Food and Commercial Workers, Local 1500",FOOD AND COMMERCIAL WKRS,1500.0,22675.0,,labeled
Communications Workers of America Local 6300,COMMUNICATIONS WORKERS AFL-CIO,6300.0,543971.0,,labeled
"International Union of Operating Engineers, Local 30.","ENGINEERS, OPERATING, AFL-CIO",30.0,19779.0,,labeled
"Eastern Atlantic States Regional Council of Carpenters, Local 2799",CARPENTERS IND,2799.0,32530.0,,labeled
CWA Local 2385,COMMUNICATIONS WORKERS AFL-CIO,2385.0,65997.0,,labeled
International Brotherhood of Electrical Workers (IBEW) Local 46,ELECTRICAL WORKERS IBEW AFL-CIO,46.0,6336.0,,labeled
USW Local 13833,"STEELWORKERS, AFL-CIO",13833.0,67199.0,,labeled
SMART Local 18,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",18.0,,ambiguous,labeled
International Brotherhood of Electrical Workers Local 289,ELECTRICAL WORKERS IBEW AFL-CIO,289.0,10966.0,,labeled
LOCAL 802 ASSOCIATED MUSICIANS OF GREATER NEW YORK,MUSICIANS AFL-CIO,802.0,10790.0,,labeled
"New York Metro Area Postal Union, APWU AFL-CIO","POSTAL WORKERS, AMERICAN, AFL-CIO",,506753,,labeled
"American Postal Workers Union, Kansas Kaw Valley Area Local 238","POSTAL WORKERS, AMERICAN, AFL-CIO",238.0,511497.0,,labeled
ILA Local 1294,LONGSHOREMENS ASN AFL-CIO,1294.0,12567.0,,labeled
"AMERICAN POSTAL WORKERS UNION, PLAYGROUND AREA LOCAL 5643","POSTAL WORKERS, AMERICAN, AFL-CIO",5643.0,71727.0,,labeled
"International Association of Machinists and Aerospace Workers, AFL-CIO (IAM)",MACHINISTS AFL-CIO,,,potentially resolvable,labeled
"SECURITY POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA), INTERNATIONAL UNION, LOCAL 3","SECURITY POLICE, FIRE PROF, IND",3.0,,ambiguous,labeled
"International Union, Security, Police and Fire Professionals of America (SPFPA), and its Local No. 1227","SECURITY POLICE, FIRE PROF, IND",1227.0,543150.0,,labeled
Health Professionals and Allied Employees (HPAE) AFT/AFL-CIO,TEACHERS AFL-CIO,,509450,,labeled
Laborers International Union of North America Local 1197,LABORERS,1197.0,49589.0,,labeled
"STATE EMPLOYEES' ASSOCIATION OF NH, INC., SEIU Local 1984",SERVICE EMPLOYEES,1984.0,540833.0,,labeled
"LABORERS' LOCAL UNION 1290, AFFILIATED WITH LABORERS' INTERNATIONAL UNION OF NORTH AMERICA, AFL-CIO",LABORERS,1290.0,23463.0,,labeled
SEIU Healthcare IL/IN (HCII),SERVICE EMPLOYEES,,,potentially resolvable,labeled
"United Steelworkers International Union, AFL-CIO, CLC","STEELWORKERS, AFL-CIO",,,potentially resolvable,labeled
AMERICAN POSTAL WORKERS UNION LOCAL 735,"POSTAL WORKERS, AMERICAN, AFL-CIO",735.0,71914.0,,labeled
"IUOE, LOCAL #9","ENGINEERS, OPERATING, AFL-CIO",9.0,24023.0,,labeled
UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA LOCAL 236,"GOVERNMENT SECURITY OFFICERS, IND",236.0,542913.0,,labeled
"International Longshoremen's Association, Local 1982",LONGSHOREMENS ASN AFL-CIO,1982.0,508890.0,,labeled
"International Union, Security, Police & Fire Professionals of America, Local 545","SECURITY POLICE, FIRE PROF, IND",545.0,545618,,labeled
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 1666",ELECTRICAL WORKERS IBEW AFL-CIO,1666.0,13434.0,,labeled
"LOCAL 519, AMERICAN POSTAL WORKERS UNION, (APWU), AFL-CIO","POSTAL WORKERS, AMERICAN, AFL-CIO",519.0,508090.0,,labeled
American Postal Workers Union-Denver Metro Area Local No. 229,"POSTAL WORKERS, AMERICAN, AFL-CIO",229.0,506308.0,,labeled
"Local 1264, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, (UAW), AFL-CIO",AUTO WORKERS AFL-CIO,1264.0,63448.0,,labeled
"LOCAL LODGE D-314, INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS, AFL-CIO",BOILERMAKERS AFL-CIO,314.0,4317.0,,labeled
American Postal Workers Union PLAYGROUND  LOCAL  5643,"POSTAL WORKERS, AMERICAN, AFL-CIO",5643.0,71727.0,,labeled
"INTERNATIONAL ASSOCIATION OF THEATRICAL AND STAGE EMPLOYEES (IATSE), LOCAL 835, AFL-CIO",STAGE AND PICTURE OPERATORS AFL-CIO,835.0,541515.0,,labeled
Teamsters Local Union 786,TEAMSTERS,786.0,4913.0,,labeled
"LOCAL 854, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",TEAMSTERS,854.0,22672.0,,labeled
"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1199 UNITED HEALTHCARE WORKERS EAST",SERVICE EMPLOYEES,1199.0,31847.0,,labeled
"UNITED STEELWORKERS OF AMERICA, LOCAL 6635, AFL-CIO","STEELWORKERS, AFL-CIO",6635.0,61579.0,,labeled
